CustomerID,segment,recency_days,total_orders,total_revenue,avg_order_value,is_churned,churn_status
13586,Lost,541,1,131.53,6.263333,1,Churned
13587,Potential,63,4,1673.50,55.783333,0,Active
13588,Champions,15,9,2478.95,14.246839,0,Active
13589,Champions,14,6,1120.74,21.552692,0,Active
13590,Champions,11,18,6349.59,15.486805,0,Active
13591,Potential,64,7,2093.94,20.732079,0,Active
13592,Loyal,35,4,247.96,15.497500,0,Active
13593,"At Risk",108,14,5523.69,13.472415,0,Active
13594,Potential,52,2,533.32,16.161212,0,Active
13595,Lost,516,3,818.22,5.383026,1,Churned
13596,Potential,5,2,697.04,4.199036,0,Active
13597,Lost,400,2,396.71,23.335882,1,Churned
13598,Loyal,47,5,789.59,7.975657,0,Active
13599,Champions,1,33,10167.63,24.799098,0,Active
13600,Lost,312,2,518.42,12.644390,1,Churned
13601,Loyal,45,4,1185.14,6.077641,0,Active
13602,Potential,64,4,1025.17,17.675345,0,Active
13603,Potential,26,1,164.34,6.086667,0,Active
13604,Lost,658,1,717.62,34.172381,1,Churned
13605,Lost,387,2,522.67,9.861698,1,Churned
13606,Loyal,29,3,280.54,6.524186,0,Active
13607,Potential,40,2,1078.31,8.838607,0,Active
13608,Lost,540,1,236.20,6.561111,1,Churned
13609,Lost,593,1,167.35,23.907143,1,Churned
13610,Champions,12,14,2175.88,5.230481,0,Active
13611,Potential,89,10,3319.53,14.495764,0,Active
13612,Lost,632,1,818.29,16.365800,1,Churned
13613,Lost,452,5,1039.85,17.624576,1,Churned
13614,Champions,24,6,2359.19,8.705498,0,Active
13615,Lost,318,8,6272.53,17.091362,1,Churned
13616,Lost,568,2,288.10,7.786486,1,Churned
13617,Loyal,40,8,1278.75,11.950935,0,Active
13618,"At Risk",173,1,177.34,13.641538,1,Churned
13619,Lost,544,2,231.69,4.728367,1,Churned
13620,Lost,528,1,112.34,22.468000,1,Churned
13621,"At Risk",116,1,213.85,11.255263,0,Active
13622,Lost,696,1,658.95,20.592188,1,Churned
13623,Champions,30,10,2566.49,8.789349,0,Active
13624,Lost,388,1,462.08,21.003636,1,Churned
13625,Lost,596,1,301.26,14.345714,1,Churned
13626,Lost,252,2,707.04,16.069091,1,Churned
13627,Loyal,59,7,2245.90,17.410078,0,Active
13628,Lost,676,1,310.14,19.383750,1,Churned
13629,Champions,23,19,13370.86,153.688046,0,Active
13630,Champions,5,7,2031.78,28.616620,0,Active
13631,"At Risk",99,11,3070.42,279.129091,0,Active
13632,Champions,24,8,3648.15,16.507466,0,Active
13634,Loyal,33,16,5073.47,11.274378,0,Active
13635,Potential,67,4,2999.16,18.513333,0,Active
13636,Loyal,36,5,949.12,15.065397,0,Active
13637,Loyal,52,3,810.50,8.024752,0,Active
13638,Potential,15,1,122.64,15.330000,0,Active
13639,Potential,74,2,1346.27,22.818136,0,Active
13640,Lost,611,1,405.00,101.250000,1,Churned
13641,Lost,640,5,1016.47,23.101591,1,Churned
13642,Lost,215,4,514.72,4.515088,1,Churned
13643,Loyal,31,10,2156.77,21.144804,0,Active
13644,Loyal,16,4,2624.26,17.974384,0,Active
13645,"At Risk",120,1,252.10,50.420000,0,Active
13646,Lost,399,2,326.25,5.625000,1,Churned
13647,Champions,9,8,3071.68,21.940571,0,Active
13648,Lost,400,8,1764.02,16.641698,1,Churned
13649,Lost,256,6,1678.88,13.324444,1,Churned
13650,Champions,16,10,3288.00,19.116279,0,Active
13651,Loyal,35,3,226.85,16.203571,0,Active
13652,Loyal,45,5,2570.85,16.168868,0,Active
13653,Lost,487,1,152.20,16.911111,1,Churned
13654,Loyal,43,11,6308.00,19.173252,0,Active
13655,"At Risk",114,6,2280.51,19.163950,0,Active
13656,"At Risk",164,4,1078.85,12.400575,1,Churned
13657,Potential,10,2,382.14,23.883750,0,Active
13658,Champions,9,9,6025.50,25.424051,0,Active
13659,Lost,205,12,4894.88,17.799564,1,Churned
13660,Lost,400,1,314.59,7.672927,1,Churned
13661,Lost,603,1,325.24,19.131765,1,Churned
13662,Potential,85,11,2250.11,16.424161,0,Active
13663,"At Risk",179,5,2047.51,20.681919,1,Churned
13665,Lost,386,3,1711.66,16.147736,1,Churned
13666,Loyal,60,5,127.90,6.731579,0,Active
13667,"At Risk",149,1,305.02,3.505977,1,Churned
13668,Champions,2,35,13089.94,16.999922,0,Active
13669,Loyal,50,3,413.55,29.539286,0,Active
13670,Potential,75,1,349.70,13.988000,0,Active
13671,Lost,394,1,194.95,2.565132,1,Churned
13672,Lost,301,3,419.92,23.328889,1,Churned
13673,Potential,18,2,396.92,6.106462,0,Active
13674,Lost,432,1,240.68,17.191429,1,Churned
13675,"At Risk",151,2,486.82,19.472800,1,Churned
13676,Lost,539,2,243.90,18.761538,1,Churned
13677,Lost,404,2,556.19,5.198037,1,Churned
13678,"At Risk",151,1,232.60,14.537500,1,Churned
13679,Lost,493,3,281.26,5.625200,1,Churned
13680,Champions,1,12,11435.67,17.539371,0,Active
13681,Loyal,17,4,827.83,14.523333,0,Active
13682,Lost,187,1,59.50,19.833333,1,Churned
13683,Lost,457,1,258.60,25.860000,1,Churned
13684,Lost,285,4,596.98,5.476881,1,Churned
13685,Champions,2,7,3119.44,79.985641,0,Active
13686,Lost,182,3,409.04,12.030588,1,Churned
13687,Lost,438,1,11880.84,264.018667,1,Churned
13688,Lost,635,1,375.50,75.100000,1,Churned
13689,Potential,63,2,1259.50,139.944444,0,Active
13690,Potential,59,1,172.25,19.138889,0,Active
13691,Lost,396,1,212.78,3.940370,1,Churned
13692,Champions,24,5,3114.40,32.441667,0,Active
13693,Lost,374,9,2011.82,18.979434,1,Churned
13694,Champions,3,143,196482.81,128.841187,0,Active
13695,Loyal,31,16,2770.73,28.861771,0,Active
13696,Lost,421,3,2020.40,84.183333,1,Churned
13697,Potential,38,1,151.30,12.608333,0,Active
13698,Lost,596,2,465.53,11.638250,1,Churned
13699,"At Risk",155,2,764.15,20.652703,1,Churned
13700,Champions,26,13,2613.46,10.754979,0,Active
13701,Lost,446,1,161.00,17.888889,1,Churned
13702,Lost,445,1,135.18,27.036000,1,Churned
13703,Lost,318,2,425.56,11.501622,1,Churned
13704,Champions,5,9,2308.06,17.224328,0,Active
13705,Champions,7,7,2035.33,24.230119,0,Active
13706,Lost,302,2,631.17,16.609737,1,Churned
13707,Lost,267,5,3365.86,21.715226,1,Churned
13708,Lost,271,1,296.88,5.821176,1,Churned
13709,Champions,3,18,7591.75,18.607230,0,Active
13710,Loyal,31,3,509.52,33.968000,0,Active
13711,Lost,218,9,1792.26,19.481087,1,Churned
13712,Lost,246,2,766.42,23.224848,1,Churned
13713,Lost,408,3,743.26,9.064146,1,Churned
13714,Lost,465,1,161.35,5.378333,1,Churned
13715,Lost,281,17,8483.29,15.886311,1,Churned
13716,Lost,269,1,138.28,6.584762,1,Churned
13717,Loyal,32,8,1763.30,14.220161,0,Active
13718,Lost,246,2,306.55,25.545833,1,Churned
13719,Champions,15,11,2815.25,11.216135,0,Active
13720,"At Risk",116,4,799.90,18.602326,0,Active
13721,Potential,36,2,741.54,17.655714,0,Active
13722,"At Risk",131,10,5635.41,29.816984,1,Churned
13723,Lost,217,6,1209.20,20.494915,1,Churned
13724,Lost,637,1,213.01,5.071667,1,Churned
13725,Loyal,49,8,1980.56,19.043846,0,Active
13726,Potential,38,2,1079.66,25.706190,0,Active
13727,Champions,28,8,1080.05,12.857738,0,Active
13728,Loyal,36,16,2855.17,17.409573,0,Active
13729,Lost,435,3,724.73,18.582821,1,Churned
13730,"At Risk",135,2,752.60,17.502326,1,Churned
13731,Lost,219,2,610.59,16.068158,1,Churned
13732,Potential,28,1,491.86,14.904848,0,Active
13733,Lost,410,2,487.03,16.794138,1,Churned
13734,Lost,508,4,6701.64,239.344286,1,Churned
13735,Champions,24,13,9813.22,14.959177,0,Active
13736,Champions,5,7,2766.21,4.966266,0,Active
13737,Lost,200,1,339.60,11.320000,1,Churned
13738,Lost,396,1,440.93,4.792717,1,Churned
13739,Potential,18,2,292.20,48.700000,0,Active
13740,Lost,240,5,1597.77,16.818632,1,Churned
13741,Potential,71,3,668.43,19.659706,0,Active
13742,Champions,16,12,3131.02,9.753956,0,Active
13743,Champions,2,7,1341.60,32.721951,0,Active
13744,"At Risk",95,2,1156.36,16.060556,0,Active
13745,"At Risk",162,2,777.36,13.881429,1,Churned
13746,Lost,413,1,176.69,19.632222,1,Churned
13747,Lost,373,2,249.40,41.566667,1,Churned
13748,"At Risk",95,9,2268.35,38.446610,0,Active
13750,Loyal,53,11,3602.18,48.029067,0,Active
13751,Lost,288,1,296.25,32.916667,1,Churned
13752,"At Risk",124,7,1590.73,16.744526,1,Churned
13753,Lost,287,4,2094.57,26.182125,1,Churned
13754,"At Risk",151,3,447.05,21.288095,1,Churned
13755,Champions,3,9,2161.35,6.319737,0,Active
13756,Champions,2,23,9207.50,26.458333,0,Active
13757,Lost,674,1,195.55,24.443750,1,Churned
13758,Champions,11,15,9416.98,30.475663,0,Active
13759,Potential,33,2,659.41,26.376400,0,Active
13760,Loyal,54,5,1363.64,11.459160,0,Active
13761,Loyal,50,6,1952.17,16.001393,0,Active
13762,Lost,218,5,2472.48,70.642286,1,Churned
13763,Potential,63,3,5217.44,104.348800,0,Active
13764,Potential,70,6,2953.26,7.854415,0,Active
13765,Lost,653,1,352.82,22.051250,1,Churned
13766,Lost,495,1,190.35,11.197059,1,Churned
13767,Champions,2,73,35540.53,44.705069,0,Active
13768,Lost,726,2,875.97,26.544545,1,Churned
13769,Champions,2,20,5800.42,20.352351,0,Active
13770,Lost,422,4,785.37,16.361875,1,Churned
13771,Potential,64,9,5728.82,26.522315,0,Active
13772,Loyal,33,8,3114.22,5.416035,0,Active
13773,Lost,396,2,301.54,15.870526,1,Churned
13774,Potential,81,1,345.00,15.681818,0,Active
13775,Lost,590,1,1049.66,16.661270,1,Churned
13776,Lost,428,2,623.98,311.990000,1,Churned
13777,Champions,0,61,56478.42,144.446087,0,Active
13778,"At Risk",103,4,1124.49,25.556591,0,Active
13779,Lost,515,1,161.13,5.967778,1,Churned
13780,Loyal,7,3,735.82,7.358200,0,Active
13781,Lost,250,3,778.83,13.663684,1,Churned
13782,Champions,12,13,1793.72,7.351311,0,Active
13783,Lost,487,4,1542.09,154.209000,1,Churned
13784,Champions,9,14,2910.23,67.679767,0,Active
13785,Lost,428,4,542.49,18.083000,1,Churned
13786,Lost,367,6,3358.94,27.088226,1,Churned
13787,Potential,75,6,1222.50,14.215116,0,Active
13788,Lost,505,1,3.75,3.750000,1,Churned
13789,Lost,388,1,239.46,13.303333,1,Churned
13790,Potential,4,1,348.80,7.751111,0,Active
13791,"At Risk",127,2,1516.00,137.818182,1,Churned
13792,Potential,66,3,383.95,16.693478,0,Active
13793,Lost,646,1,96.00,13.714286,1,Churned
13794,Lost,546,1,126.03,14.003333,1,Churned
13795,Lost,388,4,836.30,28.837931,1,Churned
13796,Lost,499,1,289.70,13.168182,1,Churned
13797,Lost,436,3,1179.45,15.121154,1,Churned
13798,Champions,1,110,75836.87,105.037216,0,Active
13799,"At Risk",116,9,2803.57,26.448774,0,Active
13800,Lost,309,3,1679.56,23.007671,1,Churned
13801,Potential,66,1,324.80,14.121739,0,Active
13802,"At Risk",138,19,26259.11,58.614085,1,Churned
13803,Lost,255,3,1338.91,17.165513,1,Churned
13804,Champions,30,9,3208.52,18.985325,0,Active
13805,Potential,52,2,924.60,71.123077,0,Active
13806,Potential,63,1,256.38,25.638000,0,Active
13807,Lost,367,3,534.80,16.712500,1,Churned
13808,Champions,5,5,1747.66,22.995526,0,Active
13809,Lost,305,3,679.70,27.188000,1,Churned
13810,Loyal,28,3,1499.01,42.828857,0,Active
13811,Lost,183,3,814.50,62.653846,1,Churned
13812,Loyal,42,3,539.00,14.972222,0,Active
13813,Loyal,39,8,2765.47,19.338951,0,Active
13814,"At Risk",92,3,2257.32,28.573671,0,Active
13815,Champions,22,8,7475.74,20.999270,0,Active
13816,Potential,23,2,571.67,20.416786,0,Active
13817,Potential,29,2,382.98,15.957500,0,Active
13818,Lost,429,1,61.28,12.256000,1,Churned
13819,Lost,301,6,2642.35,26.161881,1,Churned
13820,Lost,418,3,660.65,7.340556,1,Churned
13821,"At Risk",144,6,1410.73,6.749904,1,Churned
13822,Potential,5,2,632.00,6.583333,0,Active
13823,Champions,18,7,3403.45,20.880061,0,Active
13824,Loyal,32,12,3314.76,33.147600,0,Active
13825,Lost,621,2,255.59,6.389750,1,Churned
13826,"At Risk",176,1,189.50,18.950000,1,Churned
13827,Loyal,57,3,412.05,4.430645,0,Active
13828,Potential,22,1,209.49,13.966000,0,Active
13829,Lost,421,1,102.00,102.000000,1,Churned
13830,Lost,581,1,156.85,14.259091,1,Churned
13831,Champions,16,18,7023.58,37.559251,0,Active
13832,Potential,19,2,613.69,10.766491,0,Active
13833,"At Risk",159,2,701.36,15.585778,1,Churned
13834,Lost,576,2,324.19,20.261875,1,Churned
13835,Champions,25,7,1095.27,15.426338,0,Active
13836,Lost,399,2,620.37,20.011935,1,Churned
13837,Lost,211,2,271.24,14.275789,1,Churned
13838,Champions,5,10,1966.09,4.165445,0,Active
13839,Lost,486,1,139.95,19.992857,1,Churned
13840,Lost,416,1,651.40,16.285000,1,Churned
13841,Lost,252,1,85.00,85.000000,1,Churned
13842,Loyal,58,18,5629.91,15.858901,0,Active
13843,Lost,381,1,319.75,17.763889,1,Churned
13844,Potential,11,1,361.62,18.081000,0,Active
13845,Potential,64,1,312.98,34.775556,0,Active
13846,Loyal,24,4,1307.79,16.145556,0,Active
13847,Lost,719,1,310.72,16.353684,1,Churned
13848,"At Risk",92,8,3335.00,303.181818,0,Active
13849,Loyal,51,5,3469.30,15.769545,0,Active
13850,"At Risk",129,1,1595.48,17.155699,1,Churned
13851,"At Risk",95,8,4606.46,32.903286,0,Active
13852,Lost,610,1,187.35,17.031818,1,Churned
13853,Potential,57,1,1090.14,47.397391,0,Active
13854,Champions,8,39,12253.96,67.701436,0,Active
13855,Lost,500,4,1310.34,17.949863,1,Churned
13856,"At Risk",168,11,1142.03,21.148704,1,Churned
13857,Lost,393,6,1001.01,7.820391,1,Churned
13858,Potential,57,1,216.17,19.651818,0,Active
13859,Lost,326,2,515.86,14.329444,1,Churned
13860,Champions,1,5,1245.90,16.393421,0,Active
13861,Lost,429,2,273.26,13.012381,1,Churned
13862,Champions,18,9,2556.09,15.975563,0,Active
13863,Lost,247,4,1239.55,17.707857,1,Churned
13864,Lost,386,1,662.40,662.400000,1,Churned
13865,Loyal,58,4,501.56,16.718667,0,Active
13866,Potential,74,1,145.67,20.810000,0,Active
13867,Loyal,31,3,1015.29,16.644098,0,Active
13868,Potential,7,2,3192.54,96.743636,0,Active
13869,"At Risk",123,10,8111.57,9.432058,1,Churned
13870,Champions,2,15,5712.08,23.701577,0,Active
13871,Champions,22,17,7885.85,19.616542,0,Active
13872,Lost,527,3,919.57,16.132807,1,Churned
13873,"At Risk",119,8,1038.92,17.315333,0,Active
13874,Lost,358,7,2049.15,29.697826,1,Churned
13875,Loyal,53,14,4814.37,17.831000,0,Active
13876,Potential,63,1,122.70,17.528571,0,Active
13877,Potential,86,3,449.68,19.551304,0,Active
13878,Loyal,54,4,2473.06,23.112710,0,Active
13879,Lost,645,1,395.50,15.820000,1,Churned
13880,Champions,21,17,4391.66,19.177555,0,Active
13881,Champions,3,43,45179.10,98.860175,0,Active
13882,Champions,2,5,1191.13,18.325077,0,Active
13883,Champions,10,15,6560.02,20.759557,0,Active
13884,Champions,7,10,1888.48,9.939368,0,Active
13885,Lost,189,2,506.80,18.100000,1,Churned
13886,Potential,71,1,243.56,15.222500,0,Active
13887,Lost,204,1,349.55,18.397368,1,Churned
13888,"At Risk",119,7,2169.05,11.788315,0,Active
13889,"At Risk",92,6,1991.23,23.990723,0,Active
13890,Champions,1,14,2927.38,16.921272,0,Active
13891,Lost,378,3,863.56,8.635600,1,Churned
13892,Champions,26,6,1267.65,35.212500,0,Active
13893,Lost,297,1,821.10,39.100000,1,Churned
13894,Loyal,23,3,564.62,20.911852,0,Active
13895,Champions,28,6,4008.52,21.551183,0,Active
13896,Lost,625,1,388.55,18.502381,1,Churned
13897,Loyal,50,3,1160.72,19.673220,0,Active
13898,Lost,325,2,686.40,14.921739,1,Churned
13899,Potential,16,2,388.52,20.448421,0,Active
13900,Lost,183,6,1610.59,16.953579,1,Churned
13901,Potential,72,15,5676.34,18.310774,0,Active
13902,Lost,632,5,34095.26,541.194603,1,Churned
13903,Lost,400,1,165.45,16.545000,1,Churned
13904,Potential,37,2,332.64,12.793846,0,Active
13905,Lost,732,1,312.65,26.054167,1,Churned
13906,Lost,409,1,42.00,42.000000,1,Churned
13907,Lost,691,1,136.80,34.200000,1,Churned
13908,Potential,79,4,2369.55,19.422541,0,Active
13909,Lost,423,2,286.60,7.348718,1,Churned
13911,Loyal,57,20,4234.99,17.794076,0,Active
13912,Lost,423,1,124.95,17.850000,1,Churned
13913,Lost,506,1,42.22,14.073333,1,Churned
13914,Potential,11,2,626.45,18.983333,0,Active
13915,Lost,394,1,70.80,35.400000,1,Churned
13916,Lost,463,4,1275.81,17.240676,1,Churned
13917,Potential,49,2,272.04,15.113333,0,Active
13918,Potential,49,2,1212.84,40.428000,0,Active
13919,Loyal,59,4,1360.68,17.671169,0,Active
13920,Lost,431,4,1774.68,20.635814,1,Churned
13921,Lost,402,4,730.70,16.606818,1,Churned
13922,Lost,351,3,865.20,28.840000,1,Churned
13923,Potential,53,1,351.13,17.556500,0,Active
13924,Champions,1,6,1838.85,15.716667,0,Active
13925,"At Risk",92,4,678.25,16.542683,0,Active
13926,Potential,23,1,223.85,20.350000,0,Active
13927,Potential,74,2,708.26,17.274634,0,Active
13928,Loyal,10,4,464.57,17.206296,0,Active
13929,"At Risk",169,11,3494.10,61.300000,1,Churned
13930,Potential,57,2,337.34,19.843529,0,Active
13931,"At Risk",95,11,5257.38,19.399926,0,Active
13932,Lost,294,1,307.40,19.212500,1,Churned
13933,"At Risk",109,2,608.79,26.469130,0,Active
13934,Lost,263,1,922.10,29.745161,1,Churned
13935,Lost,596,3,6116.92,76.461500,1,Churned
13936,"At Risk",179,3,939.66,15.926441,1,Churned
13937,"At Risk",169,2,880.13,16.298704,1,Churned
13938,Potential,35,1,71.66,10.237143,0,Active
13939,Champions,23,7,1560.96,14.190545,0,Active
13940,Loyal,17,4,839.14,17.125306,0,Active
13941,Champions,21,15,11122.30,105.926667,0,Active
13942,Lost,534,1,320.00,320.000000,1,Churned
13943,Lost,577,1,246.54,16.436000,1,Churned
13944,Lost,653,1,200.43,5.726571,1,Churned
13945,Lost,394,2,854.15,16.748039,1,Churned
13946,Potential,79,6,1876.23,33.504107,0,Active
13947,Potential,65,1,90.60,18.120000,0,Active
13948,Lost,360,4,548.76,22.865000,1,Churned
13949,Champions,2,6,2427.32,15.170750,0,Active
13950,Loyal,11,4,745.06,21.287429,0,Active
13951,"At Risk",176,3,674.45,17.293590,1,Churned
13952,Lost,217,14,12823.52,31.430196,1,Churned
13953,Champions,7,12,6640.68,265.627200,0,Active
13954,Potential,1,2,439.92,17.596800,0,Active
13955,"At Risk",154,3,545.17,6.266322,1,Churned
13956,Champions,5,5,1026.42,6.752763,0,Active
13957,Lost,417,3,458.25,16.972222,1,Churned
13958,Lost,379,8,4709.23,20.745507,1,Churned
13959,Potential,79,6,1076.18,6.602331,0,Active
13960,Potential,21,2,230.22,19.185000,0,Active
13961,Lost,392,1,538.40,28.336842,1,Churned
13962,Loyal,21,3,362.80,15.773913,0,Active
13963,Lost,308,17,3011.87,17.510872,1,Churned
13964,Lost,387,2,438.90,18.287500,1,Churned
13965,Lost,476,3,996.61,41.525417,1,Churned
13966,Lost,435,1,390.86,17.766364,1,Churned
13967,"At Risk",145,2,166.30,27.716667,1,Churned
13968,Lost,423,1,123.66,15.457500,1,Churned
13969,Champions,7,35,13365.87,12.084873,0,Active
13970,Lost,386,2,846.55,65.119231,1,Churned
13971,Champions,18,14,4667.57,18.304196,0,Active
13972,Potential,70,2,190.25,12.683333,0,Active
13973,Lost,287,1,264.70,24.063636,1,Churned
13974,Potential,49,2,677.72,15.760930,0,Active
13975,Loyal,31,12,5358.84,7.126117,0,Active
13976,Lost,206,4,1192.36,21.292143,1,Churned
13977,Lost,411,1,519.81,39.985385,1,Churned
13978,Potential,14,2,196.79,13.119333,0,Active
13979,Potential,73,7,3416.23,8.414360,0,Active
13980,Loyal,60,5,799.92,12.306462,0,Active
13981,Lost,415,1,331.14,15.051818,1,Churned
13982,Loyal,39,9,4445.59,17.571502,0,Active
13983,Champions,29,21,7108.45,20.845894,0,Active
13984,Champions,26,12,2048.60,22.027957,0,Active
13985,Champions,4,22,10020.86,20.876792,0,Active
13986,Potential,17,1,320.46,24.650769,0,Active
13987,Lost,379,2,682.54,14.837826,1,Churned
13988,Champions,19,8,4757.80,16.128136,0,Active
13989,Potential,65,5,2026.06,23.558837,0,Active
13990,Lost,213,1,311.30,19.456250,1,Churned
13991,Champions,12,6,855.97,10.190119,0,Active
13992,Loyal,30,3,219.50,19.954545,0,Active
13993,Loyal,42,19,6775.71,25.960575,0,Active
13994,Champions,3,6,2313.14,14.923484,0,Active
13995,Champions,15,14,3902.01,16.965261,0,Active
13996,Lost,386,2,895.76,27.144242,1,Churned
13997,Lost,519,3,382.31,8.311087,1,Churned
13998,Lost,446,3,566.70,18.280645,1,Churned
13999,Champions,10,29,9502.26,20.391116,0,Active
14000,Lost,211,5,2046.34,41.762041,1,Churned
14001,Loyal,45,9,4530.09,40.447232,0,Active
14002,"At Risk",134,2,529.73,11.270851,1,Churned
14003,Lost,732,1,209.41,13.088125,1,Churned
14004,Loyal,43,11,6258.45,25.968672,0,Active
14005,Champions,9,5,2874.72,34.222857,0,Active
14006,"At Risk",115,7,2196.67,28.528182,0,Active
14007,Lost,512,1,79.48,15.896000,1,Churned
14008,Lost,432,1,509.04,15.907500,1,Churned
14009,Lost,198,3,1099.91,14.863649,1,Churned
14010,Lost,565,2,445.15,18.547917,1,Churned
14011,Lost,480,2,457.82,14.306875,1,Churned
14012,Lost,277,1,328.80,29.890909,1,Churned
14013,"At Risk",110,5,1084.57,15.949559,0,Active
14014,Potential,77,3,1948.21,25.634342,0,Active
14015,Potential,52,1,917.34,45.867000,0,Active
14016,"At Risk",161,11,11403.41,25.454040,1,Churned
14017,Lost,571,1,229.75,16.410714,1,Churned
14018,Lost,645,1,367.15,28.242308,1,Churned
14019,Loyal,46,3,1421.61,21.539545,0,Active
14020,Loyal,16,4,1249.01,17.347361,0,Active
14021,"At Risk",155,7,1716.58,19.073111,1,Churned
14022,Lost,225,2,792.15,16.854255,1,Churned
14023,Potential,7,2,584.07,18.840968,0,Active
14024,"At Risk",121,3,645.74,18.992353,1,Churned
14025,Lost,464,8,4057.90,40.988889,1,Churned
14026,Lost,470,2,713.11,14.262200,1,Churned
14027,Potential,60,1,104.82,17.470000,0,Active
14028,Lost,550,3,10396.50,1155.166667,1,Churned
14029,Potential,63,2,467.66,31.177333,0,Active
14030,Champions,18,20,8262.29,9.540751,0,Active
14031,Champions,7,44,40999.17,52.495736,0,Active
14032,Champions,2,16,4850.27,19.878156,0,Active
14033,Lost,555,1,109.44,109.440000,1,Churned
14034,Loyal,22,3,651.82,7.323820,0,Active
14035,Champions,28,9,2856.72,18.918675,0,Active
14036,Lost,284,1,626.65,16.490789,1,Churned
14037,"At Risk",176,6,836.95,7.341667,1,Churned
14038,Potential,78,5,3069.88,19.067578,0,Active
14039,Potential,33,2,267.28,26.728000,0,Active
14040,Loyal,40,35,12645.57,15.926411,0,Active
14041,Lost,266,1,141.41,6.733810,1,Churned
14042,Lost,725,1,431.98,20.570476,1,Churned
14043,Lost,491,2,304.25,7.244048,1,Churned
14044,Champions,26,10,3123.10,3.669918,0,Active
14045,"At Risk",109,16,11313.03,297.711316,0,Active
14046,Lost,284,1,154.99,11.070714,1,Churned
14047,Champions,8,14,4255.03,25.945305,0,Active
14048,Lost,305,3,748.69,5.309858,1,Churned
14049,Champions,16,13,13239.03,12.247021,0,Active
14050,Potential,31,2,746.36,13.821481,0,Active
14051,Champions,0,37,22434.00,67.167665,0,Active
14052,Potential,19,2,480.81,3.846480,0,Active
14053,"At Risk",124,4,572.30,63.588889,1,Churned
14054,Potential,65,1,92.46,15.410000,0,Active
14055,"At Risk",106,3,1520.96,46.089697,0,Active
14056,Champions,1,23,8214.65,7.427351,0,Active
14057,Champions,23,22,8408.84,18.521674,0,Active
14058,Lost,462,2,469.19,19.549583,1,Churned
14059,Lost,266,1,183.60,22.950000,1,Churned
14060,Champions,4,30,9519.08,35.255852,0,Active
14061,Lost,507,3,917.43,48.285789,1,Churned
14062,Champions,9,24,25604.20,74.647813,0,Active
14063,Lost,438,9,22710.20,567.755000,1,Churned
14064,Champions,29,15,3332.42,13.657459,0,Active
14065,Lost,389,3,891.02,18.184082,1,Churned
14066,Lost,266,1,152.55,21.792857,1,Churned
14067,Potential,63,2,374.70,7.205769,0,Active
14068,Lost,320,4,1528.37,13.769099,1,Churned
14069,Lost,514,2,230.06,5.477619,1,Churned
14070,Lost,684,1,326.55,7.775000,1,Churned
14071,Champions,3,8,1438.82,4.440802,0,Active
14072,Lost,666,1,390.85,20.571053,1,Churned
14073,Potential,32,1,151.04,11.618462,0,Active
14074,Lost,623,1,219.40,36.566667,1,Churned
14075,Champions,4,6,1734.87,21.418148,0,Active
14076,"At Risk",129,1,122.47,2.662391,1,Churned
14077,Loyal,40,6,615.08,10.983571,0,Active
14078,"At Risk",101,9,1692.63,10.384233,0,Active
14079,"At Risk",124,2,618.73,47.594615,1,Churned
14080,Loyal,32,5,1115.68,13.441928,0,Active
14081,Lost,302,10,5370.10,5.700743,1,Churned
14082,Lost,364,2,413.36,6.359385,1,Churned
14083,Champions,4,11,1407.26,5.518667,0,Active
14084,Lost,512,1,150.50,21.500000,1,Churned
14085,Champions,2,33,10104.97,9.461582,0,Active
14086,Lost,462,1,39.95,39.950000,1,Churned
14087,Loyal,2,3,846.22,3.829050,0,Active
14088,Champions,10,16,64036.80,93.895601,0,Active
14089,Potential,56,1,161.00,11.500000,0,Active
14090,Lost,324,1,76.32,76.320000,1,Churned
14091,Lost,654,2,9530.08,733.083077,1,Churned
14092,Champions,7,24,7229.45,19.381903,0,Active
14093,Potential,12,1,442.85,4.217619,0,Active
14094,Lost,439,1,335.22,7.132340,1,Churned
14095,Lost,722,1,2.95,2.950000,1,Churned
14096,Champions,4,17,65164.79,12.749910,0,Active
14097,Lost,481,2,422.86,10.571500,1,Churned
14098,Potential,36,1,147.35,7.016667,0,Active
14099,Champions,16,20,5765.71,10.982305,0,Active
14100,"At Risk",137,1,194.90,7.496154,1,Churned
14101,Potential,73,13,9961.93,110.688111,0,Active
14102,Champions,5,5,1360.28,17.218734,0,Active
14104,"At Risk",154,5,771.58,5.395664,1,Churned
14105,Lost,239,5,5988.83,21.465341,1,Churned
14106,Lost,737,1,214.80,214.800000,1,Churned
14107,Loyal,51,11,4877.30,20.666525,0,Active
14108,Loyal,30,4,1044.96,20.095385,0,Active
14109,Potential,72,1,144.20,16.022222,0,Active
14110,Champions,3,33,12987.95,32.551253,0,Active
14111,Loyal,14,4,692.85,69.285000,0,Active
14112,Champions,22,13,5834.59,17.897515,0,Active
14113,Champions,3,16,7092.61,58.136148,0,Active
14114,Lost,273,7,1364.09,18.433649,1,Churned
14115,Lost,501,2,622.67,28.303182,1,Churned
14116,Champions,19,5,1382.74,19.204722,0,Active
14117,"At Risk",143,1,90.00,30.000000,1,Churned
14118,Lost,428,1,458.45,30.563333,1,Churned
14119,Lost,375,2,183.37,16.670000,1,Churned
14121,Loyal,3,4,2780.15,17.485220,0,Active
