CustomerID,recency,frequency,monetary,r_score,f_score,m_score,total_clv,churn_status,avg_days_between_purchases,lifespan_days,churn_event
13326,432,1,281.76,5,5,4,281.76,"High Risk",0.0000,0,1
13327,38,22,9741.03,2,1,1,9741.03,"Low Risk",1.9797,683,1
13328,316,1,1308.48,4,4,2,1308.48,"High Risk",0.0000,0,1
13329,31,14,4977.02,2,1,1,4977.02,"Low Risk",5.3740,704,1
13330,92,6,2806.18,3,2,2,2806.18,"Medium Risk",4.8034,562,1
13331,401,1,262.40,4,5,4,262.40,"High Risk",0.0000,0,1
13332,14,1,350.90,1,5,4,350.90,Active,0.0000,0,1
13333,411,3,1015.74,4,3,3,1015.74,"High Risk",4.5741,247,1
13334,82,6,6257.00,3,2,1,6257.00,"Low Risk",1.1875,570,1
13335,540,1,-955.06,5,5,5,-955.06,"High Risk",NULL,0,1
13336,77,1,795.12,3,5,3,795.12,"Low Risk",0.0000,0,1
13337,518,2,1548.55,5,4,2,1548.55,"High Risk",0.3146,28,1
13338,154,10,2223.62,3,2,2,2223.62,"Medium Risk",3.7862,549,1
13339,200,1,860.12,4,5,3,860.12,"High Risk",0.0000,0,1
13340,45,12,22100.56,2,1,1,22100.56,"Low Risk",2.8505,610,1
13341,260,1,775.85,4,4,3,775.85,"High Risk",0.0000,0,1
13342,582,1,-14.10,5,5,5,-14.10,"High Risk",0.0000,0,1
13343,172,2,303.93,3,4,4,303.93,"Medium Risk",0.2381,5,1
13344,67,3,2543.72,3,3,2,2543.72,"Low Risk",1.7797,210,1
13345,276,2,377.60,4,4,4,377.60,"High Risk",0.5238,11,1
13346,462,6,299.40,5,2,4,299.40,"High Risk",26.8000,134,1
13347,70,1,341.36,3,5,4,341.36,"Low Risk",0.0000,0,1
13348,64,1,233.76,3,5,5,233.76,"Low Risk",0.0000,0,1
13349,10,1,247.32,1,5,5,247.32,Active,0.0000,0,1
13350,16,3,910.72,1,3,3,910.72,Active,1.5000,63,1
13351,66,1,373.94,3,5,4,373.94,"Low Risk",0.0000,0,1
13352,7,2,389.28,1,4,4,389.28,Active,2.0385,53,1
13353,388,1,-28.85,4,4,5,-28.85,"High Risk",0.0000,0,1
13354,71,1,743.53,3,5,3,743.53,"Low Risk",0.0000,0,1
13355,122,1,674.70,3,5,3,674.70,"Medium Risk",0.0000,0,1
13356,80,1,768.24,3,5,3,768.24,"Low Risk",0.0000,0,1
13357,257,5,3838.36,4,2,1,3838.36,"High Risk",0.9296,370,1
13358,268,1,439.03,4,4,4,439.03,"High Risk",0.0000,0,1
13359,59,4,1001.96,3,3,3,1001.96,"Low Risk",5.7333,344,1
13360,428,7,1464.10,5,2,2,1464.10,"High Risk",3.7778,272,1
13361,472,2,1450.50,5,4,2,1450.50,"High Risk",4.3939,145,1
13362,3,10,5357.57,1,1,1,5357.57,Active,1.3927,422,1
13363,17,3,1723.86,1,3,2,1723.86,Active,3.8812,392,1
13364,66,2,0.00,3,4,5,0.00,"Low Risk",0.2632,5,1
13365,8,4,2164.32,1,3,2,2164.32,Active,2.8947,385,1
13366,50,1,56.16,2,5,5,56.16,"Low Risk",NULL,0,1
13367,431,1,510.20,5,5,4,510.20,"High Risk",0.0000,0,1
13368,256,5,1086.10,4,2,3,1086.10,"High Risk",3.2115,167,1
13369,354,2,572.03,4,4,4,572.03,"High Risk",0.3438,11,1
13370,366,2,1442.64,4,4,2,1442.64,"High Risk",0.0575,5,1
13371,498,4,2271.46,5,3,2,2271.46,"High Risk",1.4255,134,1
13372,89,1,378.64,3,5,4,378.64,"Low Risk",0.0000,0,1
13373,60,6,7587.19,3,2,1,7587.19,"Low Risk",1.8852,673,1
13374,414,2,422.80,5,4,4,422.80,"High Risk",2.1875,35,1
13375,81,3,1786.48,3,3,2,1786.48,"Low Risk",5.1127,363,1
13376,99,3,1019.76,3,3,3,1019.76,"Medium Risk",2.5962,135,1
13377,396,4,1495.43,4,3,2,1495.43,"High Risk",3.1125,249,1
13378,422,1,-756.40,5,5,5,-756.40,"High Risk",NULL,0,1
13379,26,3,572.56,2,3,4,572.56,Active,1.1458,110,1
13380,432,1,62.40,5,5,5,62.40,"High Risk",0.0000,0,1
13381,21,15,8185.02,2,1,1,8185.02,Active,1.9917,717,1
13382,280,5,1387.58,4,2,2,1387.58,"High Risk",5.3059,451,1
13383,543,1,305.28,5,5,4,305.28,"High Risk",NULL,0,1
13384,30,15,6635.09,2,1,1,6635.09,"Low Risk",1.7407,470,1
13385,329,1,534.57,4,4,4,534.57,"High Risk",0.0000,0,1
13386,414,2,835.46,5,4,3,835.46,"High Risk",0.7667,23,1
13387,417,1,189.44,5,5,5,189.44,"High Risk",0.0000,0,1
13388,121,4,1135.70,3,3,3,1135.70,"Medium Risk",6.9855,482,1
13389,11,3,797.96,1,3,3,797.96,Active,4.4200,221,1
13390,74,1,544.08,3,5,4,544.08,"Low Risk",0.0000,0,1
13391,203,1,59.80,4,5,5,59.80,"High Risk",NULL,0,1
13392,677,1,91.14,5,5,5,91.14,"High Risk",0.0000,0,1
13393,583,6,1105.85,5,2,3,1105.85,"High Risk",2.0694,149,1
13394,1,24,6323.88,1,1,1,6323.88,Active,1.7464,737,1
13395,185,3,1180.23,3,4,3,1180.23,"High Risk",2.9500,236,1
13396,21,4,1325.29,2,3,2,1325.29,Active,6.4783,298,1
13397,72,13,3094.11,3,1,1,3094.11,"Low Risk",6.6957,616,1
13398,192,2,670.34,4,4,3,670.34,"High Risk",6.7368,256,1
13399,464,3,275.40,5,3,4,275.40,"High Risk",3.9286,55,1
13400,574,2,300.93,5,4,4,300.93,"High Risk",0.3478,8,1
13401,624,1,-1834.14,5,5,5,-1834.14,"High Risk",NULL,0,1
13402,127,4,1535.13,3,3,2,1535.13,"Medium Risk",4.6000,437,1
13403,17,3,229.50,1,3,5,229.50,Active,88.2500,706,1
13404,1,2,252.49,1,4,5,252.49,Active,21.1000,211,1
13405,74,9,1196.56,3,2,2,1196.56,"Low Risk",14.4444,650,1
13406,427,3,557.22,5,3,4,557.22,"High Risk",22.6667,204,1
13407,578,6,2111.89,5,2,2,2111.89,"High Risk",0.9121,83,1
13408,1,135,50852.85,1,1,1,50852.85,Active,0.8408,734,1
13409,624,1,-525.65,5,5,5,-525.65,"High Risk",NULL,0,1
13410,8,12,2172.51,1,1,2,2172.51,Active,13.9038,723,1
13411,107,1,213.55,3,5,5,213.55,"Medium Risk",0.0000,0,1
13412,620,1,487.35,5,5,4,487.35,"High Risk",0.0000,0,1
13413,639,8,345.80,5,2,4,345.80,"High Risk",1.0909,48,1
13414,133,7,2482.24,3,2,2,2482.24,"Medium Risk",10.6786,598,1
13415,472,5,681.92,5,2,3,681.92,"High Risk",2.2261,256,1
13416,43,3,940.80,2,3,3,940.80,"Low Risk",27.7200,693,1
13417,4,7,1593.89,1,2,2,1593.89,Active,8.2099,665,1
13418,11,37,11916.16,1,1,1,11916.16,Active,1.2491,717,1
13419,63,1,221.06,3,5,5,221.06,"Low Risk",0.0000,0,1
13420,134,4,140.35,3,3,5,140.35,"Medium Risk",4.0000,36,1
13421,40,11,4088.82,2,1,1,4088.82,"Low Risk",2.2737,623,1
13422,51,2,2601.55,2,4,2,2601.55,"Low Risk",0.1024,13,1
13423,428,1,217.03,5,5,5,217.03,"High Risk",0.0000,0,1
13424,444,2,557.92,5,4,4,557.92,"High Risk",0.1250,5,1
13425,108,8,3375.93,3,2,1,3375.93,"Medium Risk",2.6167,471,1
13426,0,24,8076.76,1,1,1,8076.76,Active,2.1221,730,1
13427,19,6,1006.53,2,2,3,1006.53,Active,13.7843,703,1
13428,10,3,499.98,1,3,4,499.98,Active,3.5245,504,1
13429,10,4,1006.80,1,3,3,1006.80,Active,0.9848,65,1
13430,18,4,648.69,2,3,3,648.69,Active,1.2830,68,1
13431,67,9,3289.24,3,2,1,3289.24,"Low Risk",4.5891,592,1
13432,571,2,439.10,5,4,4,439.10,"High Risk",0.3727,41,1
13433,437,5,656.87,5,2,3,656.87,"High Risk",10.7917,259,1
13434,74,5,1666.86,3,3,2,1666.86,"Low Risk",17.0882,581,1
13435,5,11,4459.83,1,1,1,4459.83,Active,3.2353,495,1
13436,1,1,196.89,1,5,5,196.89,Active,0.0000,0,1
13437,14,7,3408.06,1,2,1,3408.06,Active,1.0602,176,1
13438,547,1,46.50,5,5,5,46.50,"High Risk",NULL,0,1
13439,255,3,986.61,4,3,3,986.61,"High Risk",1.6325,271,1
13440,423,10,1213.95,5,2,2,1213.95,"High Risk",0.4058,28,1
13441,91,2,720.90,3,4,3,720.90,"Medium Risk",9.1892,340,1
13442,667,3,419.87,5,3,4,419.87,"High Risk",1.9189,71,1
13443,448,7,1247.71,5,2,2,1247.71,"High Risk",1.1225,229,1
13444,374,2,631.68,4,4,3,631.68,"High Risk",2.3158,132,1
13445,626,1,241.90,5,5,5,241.90,"High Risk",0.0000,0,1
13446,420,18,3608.86,5,1,1,3608.86,"High Risk",1.1408,243,1
13447,23,4,1104.23,2,3,3,1104.23,Active,0.1967,12,1
13448,16,19,8447.75,1,1,1,8447.75,Active,1.2735,717,1
13449,23,1,291.88,2,5,4,291.88,Active,0.0000,0,1
13450,26,14,4117.54,2,1,1,4117.54,Active,3.9252,577,1
13451,26,13,7119.97,2,1,1,7119.97,Active,0.5772,602,1
13452,259,3,729.80,4,3,3,729.80,"High Risk",106.5000,213,1
13453,165,5,758.99,3,3,3,758.99,"Medium Risk",5.7805,237,1
13454,641,1,219.87,5,5,5,219.87,"High Risk",0.0000,0,1
13455,24,11,2773.82,2,1,2,2773.82,Active,4.3313,706,1
13456,17,7,1737.82,1,2,2,1737.82,Active,2.9688,190,1
13457,688,4,143.27,5,3,5,143.27,"High Risk",4.9000,49,1
13458,7,24,11850.62,1,1,1,11850.62,Active,0.7681,381,1
13459,624,2,1160.41,5,4,3,1160.41,"High Risk",0.8056,58,1
13460,29,2,183.44,2,4,5,183.44,Active,1.2500,20,1
13461,38,8,4138.50,2,2,1,4138.50,"Low Risk",8.6000,559,1
13462,183,6,1145.60,3,2,3,1145.60,"High Risk",7.6338,542,1
13463,420,1,-158.65,5,5,5,-158.65,"High Risk",NULL,0,1
13464,58,7,3083.89,3,2,1,3083.89,"Low Risk",3.7881,572,1
13465,446,2,931.12,5,4,3,931.12,"High Risk",4.2424,140,1
13466,100,7,952.25,3,2,3,952.25,"Medium Risk",9.1034,528,1
13467,10,2,1083.71,1,4,3,1083.71,Active,0.2653,26,1
13468,1,87,13091.61,1,1,1,13091.61,Active,0.9813,735,1
13469,653,1,82.40,5,5,5,82.40,"High Risk",0.0000,0,1
13470,99,2,165.00,3,4,5,165.00,"Medium Risk",1.7778,16,1
13471,1,4,2531.58,1,3,2,2531.58,Active,0.1776,46,1
13472,463,2,592.24,5,4,3,592.24,"High Risk",3.4074,92,1
13473,60,10,2410.98,3,1,2,2410.98,"Low Risk",9.3521,664,1
13474,236,3,663.79,4,4,3,663.79,"High Risk",2.0078,259,1
13475,191,4,1431.78,4,3,2,1431.78,"High Risk",1.2588,107,1
13476,178,7,1915.77,3,2,2,1915.77,"Medium Risk",4.3148,466,1
13477,37,13,2821.12,2,1,2,2821.12,"Low Risk",4.0629,646,1
13478,469,7,2068.03,5,2,2,2068.03,"High Risk",1.6000,208,1
13479,198,7,808.50,4,2,3,808.50,"High Risk",4.8947,279,1
13480,416,2,627.82,5,4,3,627.82,"High Risk",6.5750,263,1
13481,45,14,3798.84,2,1,1,3798.84,"Low Risk",3.0396,690,1
13482,232,2,336.09,4,4,4,336.09,"High Risk",20.7895,395,1
13483,65,1,140.34,3,5,5,140.34,"Low Risk",0.0000,0,1
13484,241,4,767.32,4,3,3,767.32,"High Risk",10.2051,398,1
13485,233,15,2957.92,4,1,1,2957.92,"High Risk",3.1242,503,1
13486,78,3,1122.41,3,3,3,1122.41,"Low Risk",1.1324,77,1
13487,57,5,846.87,2,3,3,846.87,"Low Risk",14.1042,677,1
13488,17,29,15513.73,1,1,1,15513.73,Active,0.9123,666,1
13489,105,4,449.52,3,3,4,449.52,"Medium Risk",14.5385,189,1
13490,654,1,154.25,5,5,5,154.25,"High Risk",0.0000,0,1
13491,51,27,4566.56,2,1,1,4566.56,"Low Risk",2.5506,681,1
13492,136,3,1269.84,3,3,2,1269.84,"Medium Risk",1.5918,78,1
13493,275,2,618.63,4,4,3,618.63,"High Risk",1.7143,12,1
13494,311,1,316.26,4,4,4,316.26,"High Risk",0.0000,0,1
13495,7,13,5246.61,1,1,1,5246.61,Active,4.5886,725,1
13496,10,3,617.93,1,3,3,617.93,Active,9.9714,349,1
13497,282,7,1266.33,4,2,2,1266.33,"High Risk",5.6912,387,1
13498,730,1,327.38,5,5,4,327.38,"High Risk",0.0000,0,1
13499,17,7,1146.96,1,2,3,1146.96,Active,5.7273,252,1
13500,23,5,1436.30,2,2,2,1436.30,Active,4.3953,378,1
13501,242,5,2840.26,4,2,2,2840.26,"High Risk",2.8522,328,1
13502,16,6,774.60,1,2,3,774.60,Active,16.1212,532,1
13503,71,12,1793.54,3,1,2,1793.54,"Low Risk",2.8230,590,1
13504,64,1,295.93,3,5,4,295.93,"Low Risk",0.0000,0,1
13505,67,8,4282.88,3,2,1,4282.88,"Low Risk",0.7301,165,1
13506,312,8,1609.65,4,2,2,1609.65,"High Risk",1.4510,148,1
13507,3,4,2479.16,1,3,2,2479.16,Active,0.8820,142,1
13508,243,2,287.05,4,4,4,287.05,"High Risk",14.7778,399,1
13509,8,8,1114.72,1,2,3,1114.72,Active,10.3958,499,1
13510,1,17,4488.39,1,1,1,4488.39,Active,2.4053,724,1
13511,483,2,244.61,5,4,5,244.61,"High Risk",38.6000,193,1
13512,260,4,713.39,4,3,3,713.39,"High Risk",8.5000,323,1
13513,126,4,796.99,3,3,3,796.99,"Medium Risk",12.9024,529,1
13514,73,4,815.90,3,3,3,815.90,"Low Risk",30.4500,609,1
13515,72,6,1265.82,3,2,2,1265.82,"Low Risk",7.6267,572,1
13516,21,4,1685.26,2,3,2,1685.26,Active,6.6000,396,1
13517,59,5,2109.07,3,3,2,2109.07,"Low Risk",0.8451,120,1
13518,85,1,659.44,3,5,3,659.44,"Low Risk",0.0000,0,1
13519,50,3,331.26,2,3,4,331.26,"Low Risk",20.6316,392,1
13520,58,15,6680.65,3,1,1,6680.65,"Low Risk",3.1469,664,1
13521,1,3,1093.65,1,3,3,1093.65,Active,0.0207,9,1
13522,30,1,125.80,2,5,5,125.80,"Low Risk",0.0000,0,1
13523,33,7,4892.02,2,2,1,4892.02,"Low Risk",1.5702,369,1
13524,40,5,680.18,2,2,3,680.18,"Low Risk",6.8846,179,1
13525,14,2,628.78,1,4,3,628.78,Active,46.8000,234,1
13526,738,4,942.60,5,3,3,942.60,"High Risk",0.0000,0,1
13527,33,14,4650.04,2,1,1,4650.04,"Low Risk",1.4279,654,1
13528,682,1,-40.00,5,5,5,-40.00,"High Risk",NULL,0,1
13529,78,2,307.76,3,4,4,307.76,"Low Risk",9.0000,126,1
13530,634,1,402.98,5,5,4,402.98,"High Risk",0.0000,0,1
13531,205,6,1738.52,4,2,2,1738.52,"High Risk",5.9663,531,1
13532,33,1,210.31,2,5,5,210.31,"Low Risk",0.0000,0,1
13533,182,3,270.79,3,4,4,270.79,"High Risk",1.1333,85,1
13534,2,60,7324.50,1,1,1,7324.50,Active,1.1261,518,1
13535,402,1,89.50,4,5,5,89.50,"High Risk",NULL,0,1
13536,1,7,3448.29,1,2,1,3448.29,Active,0.4157,74,1
13537,425,2,717.85,5,4,3,717.85,"High Risk",0.6341,26,1
13538,43,12,3112.73,2,1,1,3112.73,"Low Risk",4.4196,632,1
13539,85,9,1531.26,3,2,2,1531.26,"Low Risk",5.8046,505,1
13540,467,3,632.39,5,3,3,632.39,"High Risk",6.0645,188,1
13541,423,3,717.90,5,3,3,717.90,"High Risk",13.3636,147,1
13542,376,18,3970.77,4,1,1,3970.77,"High Risk",1.0413,353,1
13543,634,2,1439.61,5,4,2,1439.61,"High Risk",1.1522,53,1
13544,39,7,820.50,2,2,3,820.50,"Low Risk",2.3450,605,1
13545,390,3,347.35,4,3,4,347.35,"High Risk",6.0000,348,1
13546,12,5,1092.14,1,2,3,1092.14,Active,2.7105,412,1
13547,408,1,175.53,4,5,5,175.53,"High Risk",0.0000,0,1
13548,96,3,908.99,3,3,3,908.99,"Medium Risk",2.0161,375,1
13549,25,9,1003.72,2,2,3,1003.72,Active,6.1356,362,1
13550,383,1,349.51,4,4,4,349.51,"High Risk",0.0000,0,1
13551,319,2,244.20,4,4,5,244.20,"High Risk",86.7500,347,1
13552,66,32,6618.63,3,1,1,6618.63,"Low Risk",2.6195,592,1
13553,674,1,517.80,5,5,4,517.80,"High Risk",0.0000,0,1
13554,380,10,1556.39,4,2,2,1556.39,"High Risk",0.3143,66,1
13555,73,16,8906.34,3,1,1,8906.34,"Low Risk",1.4951,616,1
13556,429,2,200.82,5,4,5,200.82,"High Risk",0.7500,6,1
13557,28,16,2980.08,2,1,1,2980.08,Active,3.8626,703,1
13558,5,4,605.06,1,3,3,605.06,Active,0.3621,63,1
13559,512,2,990.00,5,4,3,990.00,"High Risk",31.0000,31,1
13560,7,1,174.37,1,5,5,174.37,Active,0.0000,0,1
13561,215,11,1820.72,4,1,2,1820.72,"High Risk",1.8707,434,1
13562,81,8,4838.18,3,2,1,4838.18,"Low Risk",3.1436,613,1
13563,84,2,777.53,3,4,3,777.53,"Low Risk",1.1667,56,1
13564,144,54,15786.72,3,1,1,15786.72,"Medium Risk",0.4503,593,1
13565,19,3,414.80,2,3,4,414.80,Active,6.6441,392,1
13566,40,5,1708.12,2,2,2,1708.12,"Low Risk",1.6059,599,1
13567,428,5,1078.59,5,2,3,1078.59,"High Risk",0.5567,113,1
13568,173,1,192.85,3,5,5,192.85,"Medium Risk",0.0000,0,1
13569,17,4,893.78,1,3,3,893.78,Active,1.9296,411,1
13570,243,1,239.49,4,4,5,239.49,"High Risk",0.0000,0,1
13571,12,26,4546.54,1,1,1,4546.54,Active,1.0652,719,1
13572,205,1,1384.25,4,5,2,1384.25,"High Risk",0.0000,0,1
13573,50,6,916.47,2,2,3,916.47,"Low Risk",6.6705,587,1
13574,411,1,421.25,4,5,4,421.25,"High Risk",0.0000,0,1
13575,23,5,732.07,2,2,3,732.07,Active,3.4000,153,1
13576,10,32,11516.15,1,1,1,11516.15,Active,2.4948,721,1
13577,25,14,3346.62,2,1,1,3346.62,Active,4.0462,700,1
13578,409,1,147.66,4,5,5,147.66,"High Risk",0.0000,0,1
13579,14,6,1535.84,1,2,2,1535.84,Active,7.0879,645,1
13580,406,1,107.75,4,5,5,107.75,"High Risk",0.0000,0,1
13581,309,2,280.53,4,4,4,280.53,"High Risk",3.2813,105,1
13582,389,2,241.68,4,4,5,241.68,"High Risk",22.8000,228,1
13583,155,2,1445.03,3,4,2,1445.03,"Medium Risk",5.5158,524,1
13584,306,5,347.15,4,2,4,347.15,"High Risk",4.2414,369,1
13585,530,4,674.46,5,3,3,674.46,"High Risk",5.3333,208,1
13586,541,1,131.53,5,5,5,131.53,"High Risk",0.0000,0,1
13587,31,6,1308.10,2,2,2,1308.10,"Low Risk",19.7500,632,1
13588,15,13,2445.12,1,1,2,2445.12,Active,1.3408,240,1
13589,14,6,1120.74,1,2,3,1120.74,Active,14.0980,719,1
13590,11,21,6298.29,1,1,1,6298.29,Active,1.7560,727,1
13591,64,8,2081.19,3,2,2,2081.19,"Low Risk",6.5446,661,1
13592,35,4,247.96,2,3,5,247.96,"Low Risk",15.2667,229,1
13593,108,16,5475.21,3,1,1,5475.21,"Medium Risk",1.3114,539,1
13594,52,3,508.42,2,3,4,508.42,"Low Risk",19.0882,649,1
13595,516,3,818.22,5,3,3,818.22,"High Risk",0.8609,130,1
13596,5,2,697.04,1,4,3,697.04,Active,0.0424,7,1
13597,388,3,372.21,4,3,4,372.21,"High Risk",0.7778,14,1
13598,47,6,776.84,2,2,3,776.84,"Low Risk",6.1010,604,1
13599,1,52,9790.34,1,1,1,9790.34,Active,1.6712,737,1
13600,312,2,518.42,4,4,4,518.42,"High Risk",8.0500,322,1
13601,45,4,1185.14,2,3,2,1185.14,"Low Risk",2.5825,501,1
13602,64,4,1025.17,3,3,3,1025.17,"Low Risk",8.7018,496,1
13603,26,1,164.34,2,5,5,164.34,Active,0.0000,0,1
13604,652,2,713.39,5,4,3,713.39,"High Risk",0.2727,6,1
13605,387,2,522.67,4,4,4,522.67,"High Risk",3.5385,184,1
13606,29,3,280.54,2,3,4,280.54,Active,6.7143,282,1
13607,40,3,1060.61,2,3,3,1060.61,"Low Risk",2.9672,362,1
13608,540,1,236.20,5,5,5,236.20,"High Risk",0.0000,0,1
13609,593,1,167.35,5,5,5,167.35,"High Risk",0.0000,0,1
13610,12,17,2144.13,1,1,2,2144.13,Active,1.6531,691,1
13611,89,14,3281.03,3,1,1,3281.03,"Low Risk",2.7532,647,1
13612,518,2,777.79,5,4,3,777.79,"High Risk",2.2353,114,1
13613,452,5,1039.85,5,2,3,1039.85,"High Risk",3.5862,208,1
13614,24,6,2359.19,2,2,2,2359.19,Active,1.9519,527,1
13615,312,12,6212.23,4,1,1,6212.23,"High Risk",0.9813,368,1
13616,568,2,288.10,5,4,4,288.10,"High Risk",3.4167,123,1
13617,40,9,1263.80,2,2,2,1263.80,"Low Risk",4.2523,455,1
13618,173,1,177.34,3,5,5,177.34,"Medium Risk",0.0000,0,1
13619,544,2,231.69,5,4,5,231.69,"High Risk",2.7083,130,1
13620,528,1,112.34,5,5,5,112.34,"High Risk",0.0000,0,1
13621,116,1,213.85,3,5,5,213.85,"Medium Risk",0.0000,0,1
13622,688,2,651.45,5,4,3,651.45,"High Risk",0.2424,8,1
13623,30,15,2446.36,2,1,2,2446.36,"Low Risk",2.3411,707,1
13624,381,2,427.18,4,4,4,427.18,"High Risk",0.3043,7,1
13625,596,1,301.26,5,5,4,301.26,"High Risk",0.0000,0,1
13626,252,3,689.49,4,3,3,689.49,"High Risk",2.8222,127,1
13627,59,10,2217.55,3,1,2,2217.55,"Low Risk",4.4351,581,1
13628,676,1,310.14,5,5,4,310.14,"High Risk",0.0000,0,1
13629,23,19,13370.86,2,1,1,13370.86,Active,7.4767,643,1
13630,5,11,1995.68,1,1,2,1995.68,Active,3.5443,280,1
13631,99,12,3021.77,3,1,1,3021.77,"Medium Risk",15.2727,168,1
13632,24,10,3634.70,2,1,1,3634.70,Active,2.6323,587,1
13633,603,1,-306.66,5,5,5,-306.66,"High Risk",NULL,0,1
13634,33,17,4519.55,2,1,1,4519.55,"Low Risk",1.3941,665,1
13635,67,6,2948.22,3,2,1,2948.22,"Low Risk",4.0422,671,1
13636,36,6,941.62,2,2,3,941.62,"Low Risk",3.9524,249,1
13637,52,3,810.50,2,3,3,810.50,"Low Risk",1.7400,174,1
13638,15,1,122.64,1,5,5,122.64,Active,0.0000,0,1
13639,74,2,1346.27,3,4,2,1346.27,"Low Risk",6.2414,362,1
13640,611,1,405.00,5,5,4,405.00,"High Risk",0.0000,0,1
13641,640,7,921.82,5,2,3,921.82,"High Risk",1.9184,94,1
13642,215,5,501.97,4,3,4,501.97,"High Risk",1.9035,217,1
13643,31,15,2112.17,2,1,2,2112.17,"Low Risk",6.6038,700,1
13644,8,5,2597.52,1,2,2,2597.52,Active,0.6599,97,1
13645,120,1,252.10,3,5,5,252.10,"Medium Risk",0.0000,0,1
13646,399,3,323.30,4,3,4,323.30,"High Risk",0.0000,0,1
13647,9,9,3063.78,1,2,1,3063.78,Active,4.2429,594,1
13648,400,11,1679.01,4,1,2,1679.01,"High Risk",3.0179,338,1
13649,256,6,1678.88,4,2,2,1678.88,"High Risk",2.1680,271,1
13650,16,16,3098.50,1,1,1,3098.50,Active,3.6393,666,1
13651,35,4,208.95,2,3,5,208.95,"Low Risk",24.7143,346,1
13652,45,5,2570.85,2,2,2,2570.85,"Low Risk",3.8418,607,1
13653,487,1,152.20,5,5,5,152.20,"High Risk",0.0000,0,1
13654,43,11,6308.00,2,1,1,6308.00,"Low Risk",2.1159,694,1
13655,114,8,2259.30,3,2,2,2259.30,"Medium Risk",3.9098,477,1
13656,164,7,1053.35,3,2,3,1053.35,"Medium Risk",4.8427,431,1
13657,10,2,382.14,1,4,4,382.14,Active,12.7333,191,1
13658,9,13,5772.07,1,1,1,5772.07,Active,2.7172,663,1
13659,197,17,4716.63,4,1,1,4716.63,"High Risk",1.6076,463,1
13660,395,2,303.69,4,4,4,303.69,"High Risk",0.1220,5,1
13661,603,1,325.24,5,5,4,325.24,"High Risk",0.0000,0,1
13662,85,17,2183.13,3,1,2,2183.13,"Low Risk",3.8980,573,1
13663,179,6,2013.61,3,2,2,2013.61,"Medium Risk",4.6700,467,1
13664,682,1,-13.14,5,5,5,-13.14,"High Risk",NULL,0,1
13665,386,3,1711.66,4,3,2,1711.66,"High Risk",1.1238,118,1
13666,60,5,127.90,3,3,5,127.90,"Low Risk",37.5000,675,1
13667,149,1,305.02,3,5,4,305.02,"Medium Risk",0.0000,0,1
13668,2,47,12749.14,1,1,1,12749.14,Active,0.8952,726,1
13669,50,3,413.55,2,3,4,413.55,"Low Risk",27.4615,357,1
13670,75,1,349.70,3,5,4,349.70,"Low Risk",0.0000,0,1
13671,394,1,194.95,4,4,5,194.95,"High Risk",0.0000,0,1
13672,301,7,162.07,4,2,5,162.07,"High Risk",15.8889,429,1
13673,18,2,396.92,2,4,4,396.92,Active,0.2188,14,1
13674,429,2,215.88,5,4,5,215.88,"High Risk",0.2000,3,1
13675,151,2,486.82,3,4,4,486.82,"Medium Risk",5.5417,133,1
13676,539,3,153.15,5,3,5,153.15,"High Risk",5.7143,80,1
13677,404,2,556.19,4,4,4,556.19,"High Risk",1.0943,116,1
13678,151,1,232.60,3,5,5,232.60,"Medium Risk",0.0000,0,1
13679,493,3,281.26,5,3,4,281.26,"High Risk",4.9388,242,1
13680,1,13,9915.56,1,1,1,9915.56,Active,1.0923,734,1
13681,17,4,827.83,1,3,3,827.83,Active,2.4643,138,1
13682,187,1,59.50,3,5,5,59.50,"High Risk",0.0000,0,1
13683,457,1,258.60,5,5,5,258.60,"High Risk",0.0000,0,1
13684,285,6,546.52,4,2,4,546.52,"High Risk",3.0000,336,1
13685,2,7,3119.44,1,2,1,3119.44,Active,1.5263,58,1
13686,182,3,409.04,3,4,4,409.04,"High Risk",6.6364,219,1
13687,438,1,11880.84,5,5,1,11880.84,"High Risk",0.0000,0,1
13688,635,1,375.50,5,5,4,375.50,"High Risk",0.0000,0,1
13689,63,2,1259.50,3,4,2,1259.50,"Low Risk",47.6250,381,1
13690,59,1,172.25,3,5,5,172.25,"Low Risk",0.0000,0,1
13691,396,1,212.78,4,4,5,212.78,"High Risk",0.0000,0,1
13692,24,8,3016.45,2,2,1,3016.45,Active,4.0408,396,1
13693,325,13,1948.32,4,1,2,1948.32,"High Risk",3.6667,407,1
13694,3,164,190825.52,1,1,1,190825.52,Active,0.4701,732,1
13695,31,16,2770.73,2,1,2,2770.73,"Low Risk",5.7474,546,1
13696,421,4,2008.70,5,3,2,2008.70,"High Risk",11.4167,274,1
13697,38,1,151.30,2,5,5,151.30,"Low Risk",0.0000,0,1
13698,596,2,465.53,5,4,4,465.53,"High Risk",2.1795,85,1
13699,155,3,711.40,3,3,3,711.40,"Medium Risk",10.1282,395,1
13700,26,14,2586.21,2,1,2,2586.21,Active,2.6179,644,1
13701,437,2,159.55,5,4,5,159.55,"High Risk",1.0000,9,1
13702,445,1,135.18,5,5,5,135.18,"High Risk",0.0000,0,1
13703,318,3,99.50,4,3,5,99.50,"High Risk",1.3472,97,1
13704,5,10,2295.31,1,1,2,2295.31,Active,0.6194,83,1
13705,7,7,2035.33,1,2,2,2035.33,Active,7.4337,617,1
